Location,2019_income,2020_income,2021_income,2021_rank_in_state,2020_perc_change,2021_perc_change,2021_rank_in_state_1
Hunt,40828,43345,46801,193,6.2,8,128
Hutchinson,43542,46443,50130,161,6.7,7.9,130
Irion,73308,72474,78988,14,-1.1,9,90
Jack,42127,43260,45263,212,2.7,4.6,235
Jackson,47992,47949,51971,135,-0.1,8.4,106
Jasper,44267,46809,49475,169,5.7,5.7,208
Jeff Davis,49532,53670,59302,71,8.4,10.5,54
Jefferson,43650,45749,48243,178,4.8,5.5,216
Jim Hogg,36197,39153,43336,226,8.2,10.7,52
Jim Wells,43512,47267,50892,150,8.6,7.7,136
Johnson,45041,47724,51619,144,6,8.2,116
Jones,33876,35575,38914,242,5,9.4,79
Karnes,65460,63098,73144,24,-3.6,15.9,17
Kaufman,44362,46288,49494,168,4.3,6.9,162
Kendall,92914,93875,96628,8,1,2.9,250
Kenedy,43786,45009,47141,189,2.8,4.7,233
Kent,51451,50963,55725,99,-0.9,9.3,81
Kerr,54721,57402,61401,53,4.9,7,160
Kimble,48015,50931,54345,108,6.1,6.7,173
King,86359,82589,91930,10,-4.4,11.3,38
Kinney,36759,40219,42929,229,9.4,6.7,170
Kleberg,40550,42083,45818,206,3.8,8.9,95
Knox,42658,46817,50320,158,9.7,7.5,141
Lamar,43454,46767,50699,154,7.6,8.4,105
Lamb,45345,49815,54689,105,9.9,9.8,69
Lampasas,52701,55465,58507,78,5.2,5.5,215
La Salle,46332,45909,52652,128,-0.9,14.7,22
Lavaca,56955,58629,62375,49,2.9,6.4,186
Lee,54789,54663,56674,89,-0.2,3.7,245
Leon,45690,48364,53179,119,5.9,10,64
Liberty,38998,40839,42813,230,4.7,4.8,229
Limestone,40347,42949,47439,186,6.4,10.5,56
Lipscomb,88722,94821,102569,6,6.9,8.2,115
Live Oak,40618,42590,46134,203,4.9,8.3,107
Llano,54046,56744,59689,69,5,5.2,224
Loving,108522,96194,115158,4,-11.4,19.7,11
Lubbock,45696,47931,50881,151,4.9,6.2,195
Lynn,46708,43995,58496,79,-5.8,33,4
McCulloch,39901,42301,45744,207,6,8.1,118
McLennan,42601,45808,49512,167,7.5,8.1,123
McMullen,94047,89304,110273,5,-5,23.5,8
Madison,34029,36888,40859,238,8.4,10.8,50
Marion,42643,43840,47582,183,2.8,8.5,101
Martin,78790,73094,84121,11,-7.2,15.1,20
Mason,50721,52617,57094,86,3.7,8.5,102
Matagorda,45851,47528,50775,153,3.7,6.8,165
Maverick,32537,35436,38448,244,8.9,8.5,103
Medina,44514,46766,50076,163,5.1,7.1,152
Menard,41428,44122,47390,187,6.5,7.4,143
Midland,143945,110378,126738,1,-23.3,14.8,21
Milam,38124,41208,45286,211,8.1,9.9,68
Mills,43994,49340,51712,142,12.2,4.8,230
Mitchell,33045,33486,35417,249,1.3,5.8,205
Montague,42669,43419,45716,208,1.8,5.3,221
Montgomery,65882,66440,68974,32,0.8,3.8,243
Moore,46943,50379,56634,90,7.3,12.4,29
Morris,41319,44101,47226,188,6.7,7.1,151
Motley,36022,41872,41754,234,16.2,-0.3,253
Nacogdoches,39665,42073,46246,200,6.1,9.9,66
Navarro,39544,41872,45616,209,5.9,8.9,91
Newton,38416,40957,43123,228,6.6,5.3,222
Nolan,45680,47428,52629,129,3.8,11,46
Nueces,47242,49149,52852,126,4,7.5,138
Ochiltree,58559,55494,64247,45,-5.2,15.8,18
Oldham,63100,67945,72126,27,7.7,6.2,196
Orange,45318,46968,48912,172,3.6,4.1,241
Palo Pinto,45246,47649,52042,134,5.3,9.2,85
Panola,48801,48646,53292,116,-0.3,9.6,76
Parker,58675,61317,65358,43,4.5,6.6,177
Parmer,50187,55989,63512,46,11.6,13.4,25
Pecos,41260,41006,43661,221,-0.6,6.5,182
Polk,43617,45815,47994,180,5,4.8,232
Potter,47392,51883,55764,97,9.5,7.5,142
Presidio,50154,55514,61776,51,10.7,11.3,39
Rains,36781,38962,41563,237,5.9,6.7,174
Randall,50321,53165,56381,91,5.7,6,199
Reagan,58618,56424,61077,57,-3.7,8.2,113
Real,46008,52249,55449,100,13.6,6.1,197
Red River,45699,49198,53818,113,7.7,9.4,78
Reeves,51257,48054,52811,127,-6.2,9.9,67
Refugio,47999,49471,54475,107,3.1,10.1,60
Roberts,50589,53413,56868,88,5.6,6.5,183
Robertson,44992,47569,52894,125,5.7,11.2,42
Rockwall,65526,66943,70833,29,2.2,5.8,202
Runnels,44855,46861,51307,146,4.5,9.5,77
Rusk,39860,41911,44874,215,5.1,7.1,153
Sabine,38759,42290,44900,214,9.1,6.2,194
San Augustine,45260,45510,50573,157,0.6,11.1,44
San Jacinto,41707,43626,46477,198,4.6,6.5,178
San Patricio,45892,47470,51392,145,3.4,8.3,111
San Saba,44005,41586,43735,220,-5.5,5.2,226
Schleicher,46929,49660,51775,141,5.8,4.3,239
Scurry,44591,44706,47138,190,0.3,5.4,217
Shackelford,96159,88578,93075,9,-7.9,5.1,228
Shelby,43354,47107,54640,106,8.7,16,16
Sherman,99946,95726,122945,3,-4.2,28.4,6
Smith,56639,55832,60284,62,-1.4,8,127
Somervell,48387,50951,54826,103,5.3,7.6,137
Starr,27516,31511,34933,250,14.5,10.9,48
Stephens,45589,45360,48498,177,-0.5,6.9,163
Sterling,60248,59869,65866,41,-0.6,10,62
Stonewall,61771,66772,73182,23,8.1,9.6,73
Sutton,71242,64619,68431,34,-9.3,5.9,200
Swisher,56920,59169,72623,25,4,22.7,9
Tarrant,52823,54554,58940,73,3.3,8,125
Taylor,47295,51172,58316,81,8.2,14,24
Terrell,47492,56833,63481,47,19.7,11.7,34
Terry,38147,42626,45353,210,11.7,6.4,185
Throckmorton,43729,44690,69390,31,2.2,55.3,1
Titus,39180,43404,48007,179,10.8,10.6,53
Tom Green,52033,55927,59877,67,7.5,7.1,154
Travis,73299,73982,81708,13,0.9,10.4,57
Trinity,41668,44332,47101,191,6.4,6.2,192
Tyler,36234,39764,41613,236,9.7,4.6,234
Upshur,39605,40755,43308,227,2.9,6.3,190
Upton,51233,55500,61595,52,8.3,11,45
Uvalde,44957,48807,53257,118,8.6,9.1,87
Val Verde,39906,42532,46642,197,6.6,9.7,72
Van Zandt,39470,41673,45045,213,5.6,8.1,122
Victoria,53174,54194,58479,80,1.9,7.9,131
Walker,30157,31523,33345,253,4.5,5.8,203
Waller,45670,47291,49404,171,3.5,4.5,237
Ward,56395,49543,55099,101,-12.2,11.2,41
Washington,55865,59063,61295,55,5.7,3.8,244
Webb,34757,37273,40850,239,7.2,9.6,74
Wharton,46646,48423,52948,122,3.8,9.3,80
Wheeler,43274,46553,49906,165,7.6,7.2,148
Wichita,45009,47089,50210,160,4.6,6.6,176
Wilbarger,51145,53397,59952,65,4.4,12.3,31
Willacy,29395,32960,37792,246,12.1,14.7,23
Williamson,54444,57236,62931,48,5.1,10,65
Wilson,50561,52093,55762,98,3,7,156
Winkler,66674,60555,66180,38,-9.2,9.3,82
Wise,47794,50376,53871,112,5.4,6.9,161
Wood,42156,44730,47546,184,6.1,6.3,188
Yoakum,48623,49127,51954,136,1,5.8,206
Young,52250,53806,58602,77,3,8.9,93
Zapata,29858,29865,33288,254,0,11.5,35
Zavala,36521,40043,43868,219,9.6,9.6,75
,,,,,,,
Utah,48580,52225,56019,,7.5,7.3,
Beaver,36202,43658,46960,17,20.6,7.6,11
Box Elder,38927,42295,45456,19,8.7,7.5,12
Cache,41127,43253,47269,15,5.2,9.3,4
Carbon,40448,42848,45120,20,5.9,5.3,22
Daggett,48695,50894,51672,8,4.5,1.5,29
Davis,47468,50820,54820,6,7.1,7.9,7
Duchesne,38842,41279,42903,23,6.3,3.9,26
Emery,35160,39031,40871,25,11,4.7,24
Garfield,39440,43010,50209,10,9.1,16.7,1
Grand,58920,63115,69832,3,7.1,10.6,2
Iron,33840,36533,38834,27,8,6.3,18
Juab,39419,43485,48060,14,10.3,10.5,3
Kane,42444,46840,49842,12,10.4,6.4,17
Millard,38283,40959,44281,21,7,8.1,6
Morgan,54976,58768,63256,4,6.9,7.6,10
Piute,46797,48017,49233,13,2.6,2.5,28
Rich,39231,41668,43280,22,6.2,3.9,27
Salt Lake,53472,58028,62547,5,8.5,7.8,9
San Juan,29299,32289,34038,29,10.2,5.4,21
Sanpete,32845,36656,39139,26,11.6,6.8,15
Sevier,36186,39370,41983,24,8.8,6.6,16
Summit,164980,174010,183972,1,5.5,5.7,20
Tooele,39109,42321,46131,18,8.2,9,5
Uintah,32029,33201,35128,28,3.7,5.8,19
Utah,44079,47232,50661,9,7.2,7.3,13
Wasatch,63088,66591,71360,2,5.6,7.2,14
Washington,42732,45178,47162,16,5.7,4.4,25
Wayne,45183,50067,52647,7,10.8,5.2,23
Weber,43032,46230,49857,11,7.4,7.8,8
,,,,,,,
Vermont,55442,59296,61882,,7,4.4,
Addison,53670,57156,59540,7,6.5,4.2,12
Bennington,54828,58349,61287,6,6.4,5,3
Caledonia,43758,48202,50533,13,10.2,4.8,4
Chittenden,61686,65123,67921,3,5.6,4.3,8
Essex,41733,45107,48120,14,8.1,6.7,1
Franklin,49217,52392,54756,11,6.5,4.5,6
Grand Isle,64765,67532,70543,1,4.3,4.5,7
Lamoille,55262,59543,62305,5,7.7,4.6,5
Orange,49622,53314,55573,10,7.4,4.2,10
Orleans,45632,49879,51960,12,9.3,4.2,11
Rutland,52313,56160,57831,8,7.4,3,14
Washington,59995,65375,67529,4,9,3.3,13
Windham,49643,53569,55841,9,7.9,4.2,9
Windsor,61443,65431,69523,2,6.5,6.3,2
,,,,,,,
Virginia,59073,62189,66305,,5.3,6.6,
Accomack,48224,51730,57520,36,7.3,11.2,6
Amelia,43703,46379,50973,52,6.1,9.9,15
Amherst,38200,41218,44051,82,7.9,6.9,65
Appomattox,39235,41944,44943,77,6.9,7.2,59
Arlington,97629,100687,107603,2,3.1,6.9,66
Bath,64918,68508,72157,12,5.5,5.3,96
Bedford,48174,51062,53861,45,6,5.5,93
Bland,37470,39734,42820,91,6,7.8,52
Botetourt,51755,54534,57997,34,5.4,6.4,82
Brunswick,33612,37119,40151,95,10.4,8.2,39
Buchanan,37586,40138,44003,83,6.8,9.6,18
Buckingham,31098,33666,37220,105,8.3,10.6,11
Caroline,43232,46568,49650,59,7.7,6.6,72
Charles City,49966,54456,58882,33,9,8.1,42
Charlotte,36525,39448,43870,84,8,11.2,5
Chesterfield,54866,57829,61200,28,5.4,5.8,88
Clarke,68329,71331,75403,10,4.4,5.7,90
Craig,40988,43959,47457,63,7.2,8,45
Culpeper,49181,52016,55336,41,5.8,6.4,81
Cumberland,39342,42229,47040,71,7.3,11.4,3
Dickenson,33821,37442,41437,93,10.7,10.7,9
Essex,43817,47839,51780,50,9.2,8.2,37
Fauquier,71845,74649,78810,8,3.9,5.6,91
Floyd,40313,43470,47376,65,7.8,9,26
Fluvanna,46851,49775,53612,47,6.2,7.7,53
Franklin,44047,47241,50264,54,7.3,6.4,80
Giles,40611,43685,48098,61,7.6,10.1,13
Gloucester,49305,52410,55944,39,6.3,6.7,68
Goochland,104892,106031,110781,1,1.1,4.5,103
Grayson,32497,35407,38600,103,9,9,25
Greene,45027,47440,51152,51,5.4,7.8,48
Halifax,36761,39923,43557,88,8.6,9.1,24
Hanover,61617,65636,68934,15,6.5,5,99
Henrico,68826,69938,74650,11,1.6,6.7,69
Highland,43656,45690,50196,55,4.7,9.9,16
Isle of Wight,55640,58819,63005,23,5.7,7.1,61
King and Queen,47278,51891,55935,40,9.8,7.8,50
King George,56280,59255,62077,27,5.3,4.8,102
King William,47526,50309,53900,44,5.9,7.1,60
Lancaster,62479,66366,70474,14,6.2,6.2,86
Lee,31270,34950,38300,104,11.8,9.6,19
Loudoun,82681,85568,90254,5,3.5,5.5,94
Louisa,44759,47474,50089,57,6.1,5.5,92
Lunenburg,33635,36859,40149,96,9.6,8.9,29
Madison,48543,51692,55148,42,6.5,6.7,70
Mathews,59904,62724,66906,18,4.7,6.7,71
Mecklenburg,37981,41430,46019,75,9.1,11.1,7
Middlesex,53640,56167,59146,31,4.7,5.3,97
Nelson,54067,58929,63085,22,9,7.1,62
New Kent,82110,85427,90086,6,4,5.5,95
Northampton,54353,59199,63928,21,8.9,8,44
Northumberland,57424,60588,63005,23,5.5,4,105
Nottoway,34437,37229,42851,90,8.1,15.1,1
Orange,52574,55369,57849,35,5.3,4.5,104
Page,39449,42618,47157,70,8,10.7,10
Patrick,33781,36637,39564,99,8.5,8,43
Powhatan,61060,63724,67031,17,4.4,5.2,98
Prince Edward,33504,36074,38883,102,7.7,7.8,51
Pulaski,39965,43597,47174,69,9.1,8.2,38
Rappahannock,69525,72056,76181,9,3.6,5.7,89
Richmond,38119,42137,44749,79,10.5,6.2,85
Russell,34512,37141,40061,97,7.6,7.9,46
Scott,33546,36009,39583,98,7.3,9.9,14
Shenandoah,46388,49839,53753,46,7.4,7.9,47
Smyth,37421,40617,44740,80,8.5,10.2,12
Stafford,56078,58744,62954,25,4.8,7.2,58
Surry,43176,46775,51892,49,8.3,10.9,8
Sussex,32146,35242,39243,101,9.6,11.4,4
Tazewell,37901,40339,43786,85,6.4,8.5,34
Warren,47404,50644,54290,43,6.8,7.2,57
Westmoreland,44800,47863,50190,56,6.8,4.9,101
Wythe,36422,39930,43593,87,9.6,9.2,23
Independent cities:,,,,,,,
Alexandria,88972,93108,100017,3,4.6,7.4,55
Chesapeake,49752,53130,56742,38,6.8,6.8,67
Hampton,41827,45516,49233,60,8.8,8.2,40
Newport News,40133,44072,47448,64,9.8,7.7,54
Norfolk,40294,43062,46923,72,6.9,9,28
Portsmouth,39585,43752,47944,62,10.5,9.6,20
Richmond,58813,63989,68048,16,8.8,6.3,83
Roanoke,42079,46550,50599,53,10.6,8.7,32
Suffolk,51911,55246,59309,30,6.4,7.4,56
Virginia Beach,56876,60069,63942,20,5.6,6.4,77
Combination areas3:,,,,,,,
Albemarle + Charlottesville,77844,80244,85867,7,3.1,7,64
Alleghany + Covington,39399,42138,45094,76,7,7,63
"Augusta, Staunton + Waynesboro",45236,48204,51965,48,6.6,7.8,49
Campbell + Lynchburg,38359,41882,44577,81,9.2,6.4,78
Carroll + Galax,36398,39746,43247,89,9.2,8.8,30
"Dinwiddie, Colonial Heights + Petersburg",39136,43262,47335,66,10.5,9.4,22
"Fairfax, Fairfax City + Falls Church",86629,89397,94677,4,3.2,5.9,87
Frederick + Winchester,52423,55430,59016,32,5.7,6.5,75
Greensville + Emporia,31511,35151,39397,100,11.6,12.1,2
Henry + Martinsville,38848,42712,46758,73,9.9,9.5,21
James City + Williamsburg,65115,68579,71981,13,5.3,5,100
Montgomery + Radford,38352,40315,43778,86,5.1,8.6,33
Pittsylvania + Danville,37471,41198,44894,78,9.9,9,27
Prince George + Hopewell,36295,39184,42377,92,8,8.1,41
"Prince William, Manassas + Manassas Park",55638,59000,62810,26,6,6.5,76
Roanoke + Salem,51237,54059,57434,37,5.5,6.2,84
"Rockbridge, Buena Vista + Lexington",41494,43860,46700,74,5.7,6.5,74
Rockingham + Harrisonburg,40770,43425,47217,68,6.5,8.7,31
Southampton + Franklin,42470,46036,49843,58,8.4,8.3,36
Spotsylvania + Fredericksburg,52502,55800,59414,29,6.3,6.5,73
Washington + Bristol,40673,43591,47310,67,7.2,8.5,35
Wise + Norton,34142,37172,40768,94,8.9,9.7,17
York + Poquoson,59960,62547,66561,19,4.3,6.4,79
,,,,,,,
Washington,64189,68350,73775,,6.5,7.9,
Adams,40526,45040,47867,33,11.1,6.3,25
Asotin,48040,51453,55564,17,7.1,8,14
Benton,48522,51895,54958,18,7,5.9,29
Chelan,54288,59082,62792,9,8.8,6.3,24
Clallam,48024,51690,54894,19,7.6,6.2,26
Clark,55543,58629,63427,8,5.6,8.2,11
Columbia,57520,65425,70579,3,13.7,7.9,16
Cowlitz,46108,49882,54550,20,8.2,9.4,1
Douglas,41616,45899,49290,31,10.3,7.4,19
Ferry,38465,44164,46847,36,14.8,6.1,27
Franklin,39324,42756,45937,39,8.7,7.4,18
Garfield,50341,56479,56792,15,12.2,0.6,39
Grant,40839,46331,48845,32,13.4,5.4,32
Grays Harbor,40717,44125,47094,35,8.4,6.7,21
Island,56646,60419,65188,6,6.7,7.9,15
Jefferson,54524,57847,60365,12,6.1,4.4,36
King,95083,99734,108212,1,4.9,8.5,7
Kitsap,58290,62308,67845,5,6.9,8.9,4
Kittitas,47000,50624,52846,23,7.7,4.4,35
Klickitat,49847,53026,55602,16,6.4,4.9,34
Lewis,44310,48320,52517,24,9,8.7,5
Lincoln,45756,50879,51578,28,11.2,1.4,38
Mason,45120,48488,52410,25,7.5,8.1,12
Okanogan,42429,47732,50517,30,12.5,5.8,31
Pacific,41078,43968,46597,37,7,6,28
Pend Oreille,44448,48116,51623,27,8.3,7.3,20
Pierce,52389,56467,61580,10,7.8,9.1,3
San Juan,81070,84496,87038,2,4.2,3,37
Skagit,54843,58996,64093,7,7.6,8.6,6
Skamania,50414,54042,58554,13,7.2,8.3,9
Snohomish,58706,63477,68858,4,8.1,8.5,8
Spokane,46117,49634,53770,22,7.6,8.3,10
Stevens,40255,43570,47613,34,8.2,9.3,2
Thurston,52297,56527,61062,11,8.1,8,13
Wahkiakum,45523,48982,52239,26,7.6,6.6,22
Walla Walla,46483,50520,53845,21,8.7,6.6,23
Whatcom,51683,54927,58137,14,6.3,5.8,30
Whitman,40744,44226,46502,38,8.5,5.1,33
Yakima,43208,47315,50872,29,9.5,7.5,17
,,,,,,,
West Virginia,42951,45240,48488,,5.3,7.2,
Barbour,35788,38258,40576,44,6.9,6.1,48
Berkeley,44030,46686,49759,15,6,6.6,40
Boone,35464,38831,41910,37,9.5,7.9,22
Braxton,36234,39143,41547,38,8,6.1,45
Brooke,43210,46858,50271,10,8.4,7.3,30
Cabell,43680,46506,49866,13,6.5,7.2,32
Calhoun,35162,38841,41444,39,10.5,6.7,39
Clay,33901,36743,39788,48,8.4,8.3,16
Doddridge,33526,35077,37685,49,4.6,7.4,27
Fayette,38436,40745,44136,29,6,8.3,15
Gilmer,31784,33344,35405,52,4.9,6.2,44
Grant,39374,42713,45643,25,8.5,6.9,38
Greenbrier,41459,44179,47283,22,6.6,7,35
Hampshire,38321,40634,43618,31,6,7.3,29
Hancock,43244,46145,49823,14,6.7,8,21
Hardy,34343,36312,40562,45,5.7,11.7,1
Harrison,51627,53339,57205,3,3.3,7.2,31
Jackson,40190,42681,45681,24,6.2,7,34
Jefferson,53184,55879,59214,2,5.1,6,49
Kanawha,49159,52256,55897,4,6.3,7,37
Lewis,40035,40991,43341,33,2.4,5.7,52
Lincoln,31954,34704,37139,51,8.6,7,36
Logan,37531,40353,43764,30,7.5,8.5,11
McDowell,28919,31221,34141,55,8,9.4,4
Marion,43460,45569,48343,17,4.9,6.1,46
Marshall,42578,43761,47456,20,2.8,8.4,12
Mason,36236,39138,42126,35,8,7.6,25
Mercer,38251,41102,44564,28,7.5,8.4,14
Mineral,42607,45398,48155,18,6.6,6.1,47
Mingo,33117,34489,37396,50,4.1,8.4,13
Monongalia,48091,49890,52576,6,3.7,5.4,54
Monroe,35289,38094,41207,40,7.9,8.2,17
Morgan,38901,41709,44779,27,7.2,7.4,28
Nicholas,35542,38165,40915,42,7.4,7.2,33
Ohio,59962,57177,61486,1,-4.6,7.5,26
Pendleton,42191,45054,50144,12,6.8,11.3,2
Pleasants,43634,45123,49077,16,3.4,8.8,7
Pocahontas,42925,47166,50236,11,9.9,6.5,41
Preston,37367,39956,42091,36,6.9,5.3,55
Putnam,48218,50355,53536,5,4.4,6.3,43
Raleigh,42917,43888,47265,23,2.3,7.7,24
Randolph,39581,42982,45453,26,8.6,5.7,51
Ritchie,45010,48184,52040,9,7.1,8,19
Roane,34699,37521,39963,47,8.1,6.5,42
Summers,36895,39250,42796,34,6.4,9,5
Taylor,42680,43876,47328,21,2.8,7.9,23
Tucker,44161,48388,52251,8,9.6,8,20
Tyler,42765,43944,47802,19,2.8,8.8,6
Upshur,36416,38085,40187,46,4.6,5.5,53
Wayne,35735,37986,41080,41,6.3,8.1,18
Webster,29405,32667,34564,54,11.1,5.8,50
Wetzel,38292,39949,43357,32,4.3,8.5,9
Wirt,35094,37662,40858,43,7.3,8.5,10
Wood,46670,48212,52329,7,3.3,8.5,8
Wyoming,29637,31806,34881,53,7.3,9.7,3
,,,,,,,
Wisconsin,52893,55941,59626,,5.8,6.6,
Adams,41638,44057,46002,71,5.8,4.4,68
Ashland,40816,43493,46418,68,6.6,6.7,19
Barron,50289,53375,56898,21,6.1,6.6,24
Bayfield,48197,50826,53902,31,5.5,6.1,36
Brown,53415,56305,59279,11,5.4,5.3,59
Buffalo,45734,49202,53031,39,7.6,7.8,7
Burnett,43464,46226,49108,63,6.4,6.2,33
Calumet,51380,54031,57182,19,5.2,5.8,44
Chippewa,46990,50185,53415,35,6.8,6.4,29
Clark,43073,47575,50128,54,10.5,5.4,57
Columbia,52934,56566,60708,8,6.9,7.3,10
Crawford,43205,46612,49273,61,7.9,5.7,46
Dane,63668,66677,71062,3,4.7,6.6,26
Dodge,45199,47937,51287,48,6.1,7,16
Door,61746,64481,68172,4,4.4,5.7,45
Douglas,44172,46003,49872,55,4.1,8.4,5
Dunn,41558,44970,47673,66,8.2,6,38
Eau Claire,49605,52528,55693,27,5.9,6,37
Florence,59645,58794,64600,6,-1.4,9.9,1
Fond du Lac,49996,53124,56378,23,6.3,6.1,35
Forest,41617,44154,46139,69,6.1,4.5,67
Grant,44992,48773,51761,46,8.4,6.1,34
Green,52723,56263,60240,10,6.7,7.1,15
Green Lake,44772,47046,49311,60,5.1,4.8,63
Iowa,50155,53878,57445,18,7.4,6.6,21
Iron,47623,50558,52673,42,6.2,4.2,69
Jackson,44994,48041,49697,59,6.8,3.4,72
Jefferson,47726,50624,53863,32,6.1,6.4,30
Juneau,40189,42982,46040,70,6.9,7.1,14
Kenosha,49153,52452,57085,20,6.7,8.8,3
Kewaunee,48091,52271,54422,30,8.7,4.1,71
La Crosse,51477,54603,58301,14,6.1,6.8,18
Lafayette,43860,48962,52194,44,11.6,6.6,23
Langlade,44264,48118,51008,51,8.7,6,39
Lincoln,45879,49098,51407,47,7,4.7,64
Manitowoc,47097,50242,53085,38,6.7,5.7,48
Marathon,52045,55055,58096,16,5.8,5.5,52
Marinette,45231,47829,51265,49,5.7,7.2,13
Marquette,43032,45977,47885,65,6.8,4.1,70
Menominee,36500,39554,43212,72,8.4,9.2,2
Milwaukee,48239,51567,55927,25,6.9,8.5,4
Monroe,42543,46451,49000,64,9.2,5.5,54
Oconto,47656,50519,53114,37,6,5.1,61
Oneida,50147,53044,55861,26,5.8,5.3,58
Outagamie,52828,55492,58622,12,5,5.6,49
Ozaukee,85018,87897,92719,1,3.4,5.5,55
Pepin,49977,54569,57620,17,9.2,5.6,51
Pierce,48704,51123,54429,29,5,6.5,28
Polk,47004,49919,52885,40,6.2,5.9,40
Portage,47721,50872,53435,34,6.6,5,62
Price,45085,48014,51148,50,6.5,6.5,27
Racine,50274,53005,56884,22,5.4,7.3,11
Richland,44285,48132,50749,52,8.7,5.4,56
Rock,45883,49129,52787,41,7.1,7.4,9
Rusk,44793,48208,51844,45,7.6,7.5,8
St. Croix,57706,59997,63800,7,4,6.3,31
Sauk,52788,56206,60631,9,6.5,7.9,6
Sawyer,45047,47325,50445,53,5.1,6.6,25
Shawano,44022,47291,49746,57,7.4,5.2,60
Sheboygan,52696,55282,58425,13,4.9,5.7,47
Taylor,42940,47580,49783,56,10.8,4.6,65
Trempealeau,43745,46772,49712,58,6.9,6.3,32
Vernon,42487,45812,49116,62,7.8,7.2,12
Vilas,53083,53617,56041,24,1,4.5,66
Walworth,51483,54477,58208,15,5.8,6.8,17
Washburn,47441,50819,53835,33,7.1,5.9,41
Washington,59788,62434,66103,5,4.4,5.9,42
Waukesha,74733,77667,82032,2,3.9,5.6,50
Waupaca,46452,49358,52622,43,6.3,6.6,22
Waushara,41912,44479,46929,67,6.1,5.5,53
Winnebago,49145,51751,55202,28,5.3,6.7,20
Wood,47395,50185,53122,36,5.9,5.9,43
,,,,,,,
Wyoming,64117,65782,69666,,2.6,5.9,
Albany,42955,46056,48528,21,7.2,5.4,7
Big Horn,40898,45433,47259,22,11.1,4,18
Campbell,53876,54040,56008,14,0.3,3.6,20
Carbon,58619,62318,64804,7,6.3,4,19
Converse,69603,68246,69583,4,-1.9,2,23
Crook,48636,49756,51825,17,2.3,4.2,17
Fremont,46798,49268,51452,18,5.3,4.4,13
Goshen,45141,47900,50633,19,6.1,5.7,5
Hot Springs,61472,75185,78817,2,22.3,4.8,10
Johnson,56585,58260,61294,10,3,5.2,9
Laramie,53181,54959,58646,12,3.3,6.7,3
Lincoln,49329,54847,61945,9,11.2,12.9,1
Natrona,69791,67229,70175,3,-3.7,4.4,14
Niobrara,45633,50469,53797,15,10.6,6.6,4
Park,60645,62495,65944,5,3.1,5.5,6
Platte,51705,51050,53368,16,-1.3,4.5,11
Sheridan,59932,61749,64449,8,3,4.4,15
Sublette,61618,62780,65620,6,1.9,4.5,12
Sweetwater,56619,55188,56934,13,-2.5,3.2,22
Teton,278682,290674,318297,1,4.3,9.5,2
Uinta,41297,42704,44157,23,3.4,3.4,21
Washakie,51388,57228,60235,11,11.4,5.3,8
Weston,46281,47499,49526,20,2.6,4.3,16
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
